Roteguet;de;766068.666;251196.445;405.2;r
Rotweg;de;765729.773;256750.043;497.413;r
Parpaner Rothorn;de;765430.911;179155.689;2899.003;r
Rot Wand;de;765346.8;222185.9;1785.204;r
Rot Wand;de;764574.3;214836.8;2314.333;r
Rotlachen;de;764093.867;257315.452;604.24;r
Rot Sand;de;764088.1;214038.6;2256.066;r
Rot Wand;de;762963.7;215397.9;1933.02;r
Rot Platte;de;762299.9;192717.3;1307.42;r
Rotspitz;de;760559.516;214030.116;2127.045;r
Rotabodnerwald;de;759347.7;222348.6;1108.327;r
Rotenlachen;de;758870.363;246868.352;433.311;r
Roter Stein;de;758028.48;238726.606;424.41;r
Rotbergli;de;756980.9;201951.5;1696.119;r
Roterstall;de;756066.844;256495.36;979.559;r
Rotestall;de;756017.095;234982.76;438.607;r
Roti Platte;de;755748.919;238912.555;1106.826;r
Rotböhl;de;755292.469;243774.372;1018.06;r
Roterkaien;de;755148.921;255972.073;951.686;r
Rot Spitz;de;754703.992;236813.983;1142.056;r
Rothüsli;de;754563.184;251602.448;1027.374;r
Rotegrabe;de;754485.061;231403.598;439.141;r
Protchopf;de;754411.064;206213.773;1617.781;r
Rotschachen;de;754136.483;253965.675;826.602;r
Rotboden;de;753457;202794.6;1443.626;r
Rotmeer;de;753172.826;247152.57;931.926;r
Obere Rotenwies;de;752902.636;248253.57;978.288;r
Rothaus;de;752286.15;260911.492;420.619;r
Rothus;de;752281.456;244836.058;908.171;r
Rotochen;de;751932.915;230846.434;502.572;r
Rotherd;de;751742.7;207477.3;1363.57;r
Rotbach;de;751624.927;247273.88;905.035;r
Rothenbrunnen;de;751299.448;181550.984;621.674;r
Rotloch;de;751269.331;248683.45;961.136;r
Rot Herd;de;751223.98;197729.926;1137.607;r
Roten;de;750665.824;257376.427;620.685;r
Rot Platte;de;750629.383;220699.238;1616.277;r
Rotbach;de;750453.438;248185.89;857.479;r
Bim roten Strimen;de;750312.9;156763.2;2333.185;r
Rotenberg;de;750189.462;229822.84;845.997;r
Obere Roten;de;749839.691;244868.969;852.094;r
Rothüsli;de;749833.089;250067.514;974.616;r
Rothus;de;749667.905;243459.155;794.268;r
Hintere Roten;de;749612.778;244828.485;832.238;r
Rotbach;de;749436.711;248568.282;810.32;r
Rotgrind;de;749102.485;154269.109;2290.173;r
Rothalde;de;748981.771;249456.869;878.429;r
Rotfarb;de;748728.933;248796.549;804.02;r
Rot Turm;de;748569.884;235228.375;2002.161;r
Roten Turra;de;748515.721;162017.905;2371.605;r
Rotchrüzli;de;748123.1;216814.3;862.375;r
Rothörnli;de;747971.024;155216.704;2752.845;r
Rotenbrücke;de;747712.516;249546.913;773.15;r
Rot Stein;de;747607.047;222781.51;2224.744;r
Rotsteiwand;de;747389.181;232228.809;1819.083;r
Rotstein;de;746708.712;241555.836;1100.389;r
Rotbach;de;746478.226;244540.061;879.209;r
Rotbachtobel;de;746476.241;250104.171;740.894;r
Oberrotstein;de;746400.14;241269.598;1249.588;r
Rotherdplangg;de;746398.183;218605.367;980.583;r
